SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
653,0,5,3,4,1,950,-0.036,0.02801,0.43,0,3
669.1,0,6,4,4,0.59,478,-0.05292,0.014925,0.405,1,2
768.6,3,5,1,2,0.12,520.5,-0.018,0.027245,0.335,0,2
934.4,0,3,4,3,0.29,564.5,-0.0468,0.034735,0.275,1,2
2067,5,5,1,1,0.11,770,-0.549,0.03201,0.36,0,3
3153.3,3,7,4,2,0.89,173.6,-0.3913,0.036855,0.725,1,2
4822.9,0,3,3,3,0.23,277,-0.89698,0.026495,0.345,1,2
4953,3,7,4,3,0.26,380,-0.176,0.04301,0.57,0,3
5023,0,3,4,2,0.81,220,-0.602,0.02501,0.57,0,3
5669,3,3,1,3,0.91,490,-0.459,0.04501,0.77,0,3
5912.85,6,7,4,4,0.05,315.2,-0.419866,0.0215175,0.1275,0,2
6093.35,3,4,1,4,0.11,303.7,-0.331162,0.0336875,0.1375,1,2
6139,3,5,4,2,0.94,510,-0.646,0.04501,0.52,0,3
6140,3,5,4,2,0.94,510,-0.646,0.04501,0.52,0,0
6159.9,5,7,3,4,0.5,268.2,-0.3696,0.011675,0.295,0,2
6722,5,6,1,1,0.15,300,-0.856,0.01801,0.45,0,3
6912.7,2,5,3,4,0.7,320.2,-0.504,0.023045,0.495,1,2
7434,1,2,1,2,0.52,760,-0.485,0.01401,0.4,0,3
7562.75,3,5,4,4,0.94,79.15,-0.0280592,0.0164825,1,0,2
7567.9,2,4,3,3,0.57,117.8,-0.0936,0.05,0.36,0,2
10036,6,7,3,2,0.93,500,-0.173,0.02601,0.47,0,3
11743,1,4,2,4,0.99,310,-0.336,0.02201,0.37,0,3
13119,1,6,1,3,0.33,180,-0.144,0.04901,0.6,1,3
13253,4,4,1,4,0.56,970,-0.263,0.03801,0.62,0,3
13523,2,2,3,3,0.07,530,-0.21,0.04301,0.37,1,0
14162.7,1,4,4,3,0.64,85.3,-0.02698,0.027425,0.805,0,2
14727,3,7,3,4,0.53,787.3,-0.1925,0.005965,0.31,0,2
15539,5,6,2,4,0.79,460,-0.56,0.03901,0.35,0,3
15540,5,6,2,4,0.79,460,-0.56,0.03901,0.35,0,0
15828,2,6,3,3,0.92,760,-0.315,0.03901,0.62,0,3
16259.7,2,7,4,4,0.95,31.1,-0.01064,0.05,0.745,1,2
16528,4,6,2,3,0.9,270,-0.936,0.02201,0.37,1,3
16529,4,6,2,3,0.9,270,-0.936,0.02201,0.37,1,0
16529,1,3,4,3,0.34,260,-0.294,0.03801,0.36,0,3
16530,1,3,4,3,0.34,260,-0.294,0.03801,0.36,0,0
16846.6,7,7,1,3,0.93,34.3,-0.02717,0.05,0.485,0,2
16904.9,2,7,3,3,0.61,62.9,-0.02584,0.05,0.685,0,2
17180,2,3,2,3,0.34,640,-0.782,0.03201,0.35,0,3
17181,2,3,2,3,0.34,640,-0.782,0.03201,0.35,0,0
18298,5,6,2,3,0.43,630,-0.478,0.03701,0.46,0,3
20223,1,2,4,3,0.37,720,-0.647,0.03301,0.41,1,0
21112,2,1,1,3,0.41,730,-0.149,0.02501,0.41,0,3
21581,1,6,3,4,0.37,510,-0.312,0.03901,0.58,0,3
21756,5,6,4,4,0.44,910,-0.994,0.02001,0.55,0,3
22585,5,6,1,2,0.68,740,-0.364,0.03801,0.47,0,3
24037,1,3,4,2,0.14,620,-0.768,0.04801,0.42,1,0
