SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
14007.7,1,2,4,4,0.9,78.1,-0.4428,0.015855,0.214,0,2
14140.9,2,7,3,2,0.31,110.6,-0.43665,0.026185,0.359,0,2
14155.1,1,6,2,4,0.16,67.9,-0.59655,0.032505,0.233,0,2
14189,4,4,4,2,0.33,550,-0.609,0.03401,0.37,0,3
14211,2,3,3,4,0.46,630,-0.307,0.01101,0.47,1,3
14279,3,3,4,2,0.93,96.6,-0.38745,0.026785,0.264,0,2
14794.1,3,4,4,4,0.95,608,-0.72696,0.023505,0.497,0,2
14847.7,5,5,2,2,0.56,135.8,-0.70725,0.027445,0.41,0,2
15048,4,7,1,1,0.19,118.9,-0.3813,0.026455,0.295,0,2
15154.6,0,4,3,2,0.98,82,-0.5781,0.029945,0.4,0,2
15230.5,1,5,3,2,0.58,70,-0.8856,0.028945,0.369,0,2
15466.7,1,3,4,4,0.5,167.4,-0.54735,0.015765,0.205,0,2
15582,6,7,4,3,0.52,350,-0.589,0.02001,0.37,1,3
15621.3,5,5,4,2,0.76,74.7,-0.83025,0.015155,0.237,0,2
15661.8,4,6,3,4,0.23,166.3,-0.54735,0.022695,0.2,0,2
15666.7,3,3,1,4,0.85,162.9,-0.90405,0.024435,0.461,1,2
