SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
5701,0,2,3,4,0.45,230,-0.106,0.03101,0.38,1,0
5910,5,6,3,2,0.5,690,-0.858,0.01701,0.4,0,3
6157.7,1,4,1,4,0.39,421.9,-0.65052,0.025195,0.49,0,2
8793.3,2,4,2,4,0.79,22.65,-0.786393,0.04225,0.2775,0,2
8884.45,4,7,2,3,0.26,22.45,-0.617874,0.03803,0.3375,1,2
10286.9,5,6,1,4,0.21,640.7,-0.02088,0.028635,0.535,0,2
10597,1,2,4,3,0.83,50.3,-0.592192,0.0158325,0.4275,0,2
10600,4,7,1,3,0.85,610,-0.384,0.04401,0.37,0,3
11194,0,2,3,4,0.01,90,-0.346,0.03201,0.49,0,3
11772,2,5,3,1,0.89,582.4,-0.04031,0.029335,0.575,0,2
12820.2,1,2,3,2,0.81,304.8,-0.43248,0.031565,0.56,0,2
12990.9,4,6,2,2,0.12,42.7,-0.45617,0.008125,0.425,1,2
13007,2,6,1,3,0.44,390,-0.296,0.03301,0.37,1,0
13020.3,6,7,3,2,0.17,501.5,-0.59784,0.041165,0.45,1,2
13119.9,0,6,4,3,0.33,594.5,-0.09453,0.031425,0.48,0,2
13240.1,5,7,3,4,0.13,66.8,-0.39962,0.017265,0.615,0,2
13531.3,1,3,3,2,0.49,69.8,-0.20358,0.011445,0.675,0,2
13718,3,6,2,1,0.2,45.5,-0.25636,0.016295,0.355,0,2
13838,3,6,2,4,0.26,25.1,-1.1397,0.05,0.235,1,2
13838.2,5,6,4,4,0.07,256.8,-0.88404,0.029185,0.47,0,2
14176.9,3,6,3,4,0.9,372,-0.47064,0.032785,0.43,0,2
14179.6,4,6,3,4,0.16,57.9,-0.25259,0.019455,0.375,0,2
14190.5,1,6,1,4,1,393.9,-0.27634,0.020495,0.235,0,2
14253.3,3,5,3,2,0.7,21.1,-0.5829,0.05,0.275,0,2
14393.7,1,2,4,4,0.52,511.3,-0.795,0.031475,0.28,0,2
14475,1,2,3,1,0.48,340,-0.292,0.03501,0.53,1,3
14621.5,2,5,4,3,0.02,34.5,-0.4901,0.017425,0.395,0,2
14845.2,1,6,2,4,0.04,37.3,-0.52403,0.019665,0.655,1,2
14862.6,6,6,2,1,0.1,30.7,-0.9222,0.024085,0.255,0,2
15147.9,1,4,3,4,0.86,58.4,-0.31668,0.013745,0.605,1,2
15612,5,6,2,4,0.04,260,-0.24,0.04901,0.67,0,3
15864.4,3,7,2,3,0.57,153,-0.16046,0.018305,0.4,1,2
16001.2,1,5,2,1,0.21,27,-0.50895,0.020205,0.625,1,2
16086.9,1,7,2,3,1,43,-0.44863,0.015665,0.355,1,2
16453.3,2,5,4,4,0.78,276,-0.67275,0.026045,0.6,0,2
17225,1,5,4,3,0.82,720,-0.029,0.03101,0.39,0,3
17676.6,2,7,1,2,0.5,612.7,-0.47215,0.026045,0.695,0,2
17834,1,3,1,3,0.1,750,-0.69,0.01501,0.42,1,3
19004,5,7,3,3,0.79,610,-0.527,0.03601,0.35,1,0
19800,1,4,4,3,0.82,680,-0.137,0.04201,0.62,1,3
19943,5,6,3,1,0.71,970,-0.64,0.03501,0.37,1,0
20164,1,6,2,1,0.52,990,-0.68,0.04401,0.39,1,0
21896,3,2,2,4,0.22,380,-0.297,0.04201,0.35,1,0
23278,2,7,1,1,0.05,130,-0.583,0.04401,0.42,0,3
23887,2,6,1,4,0.83,680,-0.484,0.02401,0.51,0,3
24543,0,7,1,3,0.18,510,-0.581,0.01601,0.38,0,3
24785,2,3,1,4,0.3,40,-0.87,0.04601,0.47,0,3
25479,2,4,4,4,0.62,370,-0.636,0.02801,0.38,0,3
25853,2,3,2,1,0.86,50,-0.377,0.01501,0.47,0,3
26149,6,7,4,2,0.67,690,-0.635,0.04701,0.48,0,3
26777,0,4,4,1,0.23,500,-0.233,0.04601,0.6,1,3
26885,0,6,2,3,0.1,960,-0.81,0.03901,0.35,1,0
27243,5,6,4,2,0.37,210,-0.994,0.02301,0.47,0,3
27526,2,5,1,1,0.52,500,-0.337,0.03401,0.35,0,3
27527,2,5,1,1,0.52,500,-0.337,0.03401,0.35,0,0
28992,1,7,1,2,0.29,620,-0.78,0.03801,0.58,1,3
29652,5,7,1,3,0.69,530,-0.206,0.03701,0.51,1,3
29777,1,2,3,4,0.23,300,-0.975,0.04301,0.42,0,3
29831,2,2,1,2,0.45,560,-0.543,0.02501,0.49,1,3
30657,4,3,2,4,0.42,690,-0.497,0.04501,0.49,1,3
30658,5,6,4,4,0.51,170,-0.226,0.01301,0.56,1,3
