SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
6161,1,5,2,4,0.94,89.65,-0.253613,0.0242075,0.21,0,2
6625.8,5,6,4,3,0.63,47.25,-0.178214,0.0273675,0.55,0,2
6709.6,3,7,1,3,0.65,109.35,-0.203347,0.0440975,0.57,0,2
7161,4,5,1,2,0.67,170,-0.263,0.04301,0.5,0,3
7203,2,4,3,2,0.21,103.15,-0.324442,0.0366775,0.25,0,2
7494.7,0,3,1,2,0.72,59.25,-0.230765,0.0312175,0.24,0,2
9370.6,0,6,3,3,1,79.7,-0.22848,0.030195,0.42,0,2
9792,3,3,1,3,0.23,370,-0.826,0.02401,0.48,0,3
10014,0,5,3,2,0.4,80,-0.031,0.01701,0.55,0,3
10103.6,1,3,1,1,0.31,84.75,-0.8278,0.0355525,0.3225,0,1
10538,3,6,3,3,0.01,480,-0.678,0.04101,0.7,0,3
10947.8,6,6,4,3,0.19,968.1,-0.155,0.045155,0.47,0,2
11429,0,5,1,2,0.55,380,-0.979,0.02201,0.39,0,3
11976.2,1,2,1,3,0.43,724.5,-0.0875,0.018815,0.285,0,2
13117,2,5,2,3,1,230,-0.29,0.02801,0.55,1,3
13587.2,3,5,1,4,0.8,37,-0.4984,0.007555,0.45,0,2
13666.7,1,7,1,2,0.74,131.5,-0.75945,0.024725,0.405,0,2
13763.9,6,6,2,4,0.76,35.4,-0.51976,0.019055,0.68,1,2
13790.6,1,5,2,3,0.58,190.4,-0.60371,0.040495,0.365,0,2
13936.4,5,6,3,3,0.06,205.5,-1.09991,0.023925,0.485,1,2
14015.3,0,4,4,4,0.87,193.1,-0.97905,0.032955,0.435,0,2
14209.7,2,3,2,3,0.63,78,-0.2136,0.016215,0.36,1,2
14410,3,7,3,1,0.34,830,-0.389,0.03901,0.49,0,3
15065,5,7,3,3,0.09,156.1,-0.5856,0.021815,0.425,1,2
15276.1,1,7,4,3,0.42,258.5,-0.85338,0.015905,0.365,1,2
15296.6,3,7,2,3,0.55,99.9,-0.2848,0.007615,0.38,0,2
15331.8,3,4,3,4,0.73,998.3,-0.21164,0.027055,0.665,0,2
15417.6,6,7,1,2,0.63,141.7,-0.8784,0.034155,0.335,0,2
15444.5,5,7,1,2,0.42,126.6,-0.48495,0.040465,0.285,1,2
15602.5,0,3,1,3,0.1,82.9,-0.2314,0.015595,0.27,0,2
15747,3,4,1,4,0.79,475,-0.70684,0.015855,0.245,1,2
16063.1,1,5,3,4,0.66,347.7,-0.10137,0.035945,0.745,1,2
16814.4,6,6,2,3,0.35,133.7,-0.1845,0.013935,0.315,1,2
17005,4,7,3,3,0.56,130,-0.788,0.03201,0.39,0,3
17530,4,6,3,4,0.61,380,-0.792,0.01601,0.48,1,3
17534.3,1,5,4,4,0.43,451.1,-0.0888,0.045465,0.365,1,2
17664,5,7,1,1,0.45,86.6,-0.09348,0.013295,0.565,1,2
17876.6,0,2,4,3,0.11,669,-1.33344,0.05,0.51,1,2
17900,2,4,3,2,0.98,570,-0.656,0.04301,0.46,0,3
17953.2,6,6,2,3,0.51,342.8,-1.19818,0.013855,0.485,0,2
18208,1,3,1,3,0.64,200,-0.405,0.02701,0.48,1,3
18540,2,3,1,4,0.76,80,-0.238,0.02501,0.44,1,3
18641.8,4,7,1,4,0.24,134.2,-0.10701,0.020695,0.505,0,2
18835,0,4,1,1,0.16,550,-0.687,0.03801,0.44,1,3
21212,2,5,2,4,0.93,930,-0.25,0.04401,0.36,0,3
21213,2,5,2,4,0.93,930,-0.25,0.04401,0.36,0,0
21248,4,7,1,2,0.43,380,-0.918,0.03301,0.54,1,3
22366,2,4,4,1,0.99,740,-0.3,0.01401,0.4,1,3
23090,0,3,1,4,0.07,750,-0.07,0.01601,0.35,1,3
24296,4,6,4,3,0.58,300,-0.436,0.02401,0.51,1,3
24394,2,5,3,2,0.57,250,-0.827,0.04001,0.47,0,3
24542,1,4,1,4,0.58,170,-0.915,0.03001,0.39,1,3
24568,3,2,4,3,0.56,620,-0.346,0.01301,0.37,1,3
26602,5,7,2,4,0.5,440,-0.109,0.04201,0.67,1,3
27135,1,5,3,4,0.74,70,-0.356,0.01301,0.48,1,3
27620,7,6,4,3,0.53,480,-0.779,0.01801,0.37,0,3
28960,5,4,4,2,0.82,860,-0.202,0.02301,0.39,1,3
29912,7,7,1,4,0.12,180,-0.803,0.03501,0.53,0,3
29969,6,5,2,3,0.18,320,-0.464,0.03701,0.52,1,3
29996,1,6,3,4,0.55,740,-0.148,0.04201,0.53,1,3
30092,1,6,4,2,0.7,370,-0.862,0.01801,0.35,1,3
30093,1,6,4,2,0.7,370,-0.862,0.01801,0.35,1,0
30150,3,3,1,1,0.05,530,-0.55,0.00701,0.55,1,3
30275,5,5,4,4,0.37,290,-0.419,0.02201,0.4,1,3
30875,0,3,1,1,0.87,120,-0.123,0.01401,0.39,1,3
31654,2,7,2,2,0.85,880,-0.926,0.04601,0.42,1,0
