SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
310,1,4,2,3,0.75,510,-0.996,0.03601,0.52,0,3
6216,4,6,1,1,0.8,420,-0.994,0.04601,0.59,0,3
6375.05,4,6,1,3,0.94,64.2,-0.49896,0.05,0.2225,0,2
6469,6,5,2,2,0.89,570,-0.069,0.02601,0.45,0,3
6864,0,6,1,3,0.09,120,-0.978,0.04201,0.52,1,3
7539,0,5,3,4,0.6,520,-0.091,0.03401,0.44,1,3
8998,1,7,2,4,1,910,-0.318,0.01801,0.46,0,3
8999,1,7,2,4,1,910,-0.318,0.01801,0.46,0,0
10281.8,0,2,3,2,0.75,80.7,-1.3797,0.05,0.475,1,2
10585.7,2,6,3,3,0.34,48.5,-0.85995,0.05,0.565,0,2
10657.7,1,6,4,4,0.5,33.9,-0.74655,0.025275,0.505,0,2
10730.7,3,7,4,4,0.93,72.4,-0.756,0.039375,0.245,1,2
11589,6,7,1,4,0.01,539.5,-0.638,0.047215,0.375,1,2
12860,0,2,1,1,0.06,500,-0.721,0.03301,0.38,1,3
14846.2,4,5,1,4,0.33,832.5,-0.74035,0.041925,0.38,0,2
15160,3,6,3,4,0.15,187.6,-1.12005,0.026595,0.475,0,2
16276.2,3,4,4,2,0.22,313.3,-0.5814,0.027515,0.395,1,2
16359,1,2,1,3,0.53,10,-0.914,0.04401,0.64,0,3
16663.2,2,2,1,3,0.07,137.1,-0.98325,0.048135,0.515,1,2
17280,4,5,4,1,0.05,710,-0.014,0.01601,0.41,0,3
17671,3,3,4,1,0.99,100,-0.831,0.02601,0.42,0,3
19763,0,7,3,2,0.39,860,-0.281,0.02701,0.54,1,3
19888,0,4,4,3,0.83,930,-0.55,0.04501,0.37,1,0
20101,1,3,1,1,0.79,60,-0.945,0.04601,0.45,1,3
20789,4,7,3,4,0.29,260,-0.92,0.04301,0.68,1,3
21036,5,4,4,4,0.19,20,-0.99,0.01801,0.35,0,3
21437,5,5,1,4,0.67,90,-0.254,0.04801,0.46,0,3
22011,1,4,2,4,0.09,900,-0.649,0.03001,0.42,1,3
23612,4,7,4,3,0.52,840,-0.506,0.03801,0.39,1,0
24276,0,6,4,1,0.57,560,-0.991,0.01501,0.35,0,3
26800,4,5,2,2,0.81,850,-0.291,0.03601,0.56,0,3
27784,3,6,4,4,0.98,710,-0.871,0.03101,0.46,1,3
27793,4,3,3,1,0.7,660,-0.413,0.03501,0.44,1,3
28137,4,5,2,4,0.85,210,-0.855,0.04701,0.69,0,3
30763,3,6,2,2,0.79,250,-0.931,0.04201,0.54,1,3
31535,3,6,3,1,0.49,460,-0.945,0.01301,0.36,1,3
31691,3,4,4,4,0.54,390,-0.776,0.03101,0.36,0,3
31692,3,4,4,4,0.54,390,-0.776,0.03101,0.36,0,0
