SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
11873,4,5,3,4,0.88,250,-0.546,0.04101,0.35,0,3
11874,4,5,3,4,0.88,250,-0.546,0.04101,0.35,0,0
11952,4,7,2,2,0.16,60,-0.76,0.04401,0.57,0,3
13400.7,0,6,1,2,0.96,121.4,-0.5244,0.049805,0.5,0,2
13912,1,5,1,1,0.12,100,-0.274,0.04401,0.52,0,3
14142.2,4,5,4,3,0.3,378.2,-0.897,0.040835,0.415,1,2
14295,3,4,4,1,0.42,670,-0.696,0.04801,0.35,0,3
14296,3,4,4,1,0.42,670,-0.696,0.04801,0.35,0,0
14423.4,2,6,4,3,0.16,141.8,-0.63104,0.042675,0.625,0,2
14809.1,3,7,2,1,0.67,114.6,-1.0868,0.05,0.3,1,2
14920.4,5,7,2,4,0.05,210.9,-0.40424,0.033845,0.255,0,2
14922.3,1,4,2,4,0.66,378,-0.3586,0.025815,0.415,1,2
15574,1,4,1,1,0.4,930,-0.381,0.01801,0.51,1,3
15740.3,2,5,3,2,0.78,232.2,-0.21842,0.026915,0.475,1,2
15849,3,6,2,4,0.81,270,-0.63,0.03501,0.48,0,3
15850,3,6,2,4,0.81,270,-0.63,0.03501,0.48,0,0
15912.5,1,5,3,4,0.7,265.4,-1.2576,0.013215,0.36,0,2
15931.7,0,4,1,2,0.13,228.7,-0.3912,0.026855,0.385,1,2
16068,6,5,2,1,0.11,720,-0.341,0.01401,0.44,0,3
16188.5,2,6,3,4,0.25,200.9,-0.5568,0.026885,0.35,1,2
16271,4,7,3,3,0.35,720,-0.196,0.04401,0.71,0,3
16325,1,3,1,3,0.28,538.1,-0.6028,0.013795,0.605,0,2
16360.8,0,3,2,3,0.92,155.5,-0.9216,0.017025,0.49,0,2
16414.6,4,7,3,2,0.06,435.7,-0.24776,0.032035,0.395,0,2
16478.7,0,5,4,2,0.35,258.6,-0.9984,0.026425,0.33,1,2
16520.1,3,3,3,2,0.53,416.9,-0.4658,0.017885,0.675,0,2
16647.1,6,7,3,2,0.97,391.1,-0.41402,0.024615,0.175,1,2
17183.1,1,4,4,4,0.91,139.1,-1.2,0.022455,0.5,0,2
17189,4,5,1,2,0.85,570,-0.124,0.03701,0.65,0,3
17316,1,6,3,1,0.67,154.2,-1.3344,0.025375,0.8,1,2
17658.7,4,7,1,4,0.66,164.4,-0.6336,0.013195,0.68,0,2
17670.4,1,6,2,4,0.53,192.1,-1.2768,0.029605,0.73,0,2
18225.8,5,6,1,1,0.51,248.7,-1.0176,0.031915,0.37,0,2
18228.1,3,4,4,2,0.09,213.7,-0.8736,0.013445,0.8,0,2
18273,5,6,4,3,0.16,600,-0.898,0.02101,0.62,0,3
18333.9,2,6,1,4,0.46,174.9,-1.4016,0.030205,0.63,0,2
18457,3,2,2,1,0.54,430,-0.092,0.03701,0.41,1,0
18565.1,3,2,1,1,0.85,299.7,-1.1616,0.016145,0.52,1,2
19025,3,2,4,4,0.07,360,-0.113,0.03401,0.4,1,0
19535,6,6,4,1,0.71,140,-0.449,0.04001,0.55,1,3
19536,6,6,4,1,0.71,140,-0.449,0.04001,0.55,1,0
20110,5,4,2,2,0.58,780,-0.314,0.01301,0.37,1,0
21165,2,7,1,3,0.42,560,-0.572,0.03401,0.71,0,3
21795,0,4,4,4,0.35,270,-0.328,0.00301,0.37,1,3
22119,3,2,3,1,0.55,740,-0.095,0.02101,0.37,1,0
22390,2,2,1,2,0.56,280,-0.986,0.02301,0.6,1,3
23363,4,7,2,4,0.29,310,-0.424,0.01301,0.37,0,3
24156,4,6,1,3,0.76,550,-0.975,0.04701,0.65,1,3
24157,4,6,1,3,0.76,550,-0.975,0.04701,0.65,1,0
24186,4,3,1,1,0.62,510,-0.692,0.04701,0.38,0,3
24342,1,5,1,4,0.18,790,-0.393,0.04101,0.36,1,0
24556,0,3,1,4,0.77,270,-0.749,0.04001,0.45,1,3
24557,0,3,1,4,0.77,270,-0.749,0.04001,0.45,1,0
24735,5,4,2,2,0.43,330,-0.907,0.02001,0.58,1,3
24906,1,7,4,1,0.77,920,-0.416,0.04501,0.56,1,3
24907,1,7,4,1,0.77,920,-0.416,0.04501,0.56,1,0
25201,1,2,4,2,0.45,180,-0.464,0.03701,0.67,1,3
25441,6,7,3,2,0.72,920,-0.928,0.04901,0.65,0,3
26218,4,6,3,2,0.26,610,-0.348,0.04101,0.65,0,3
26697,4,7,4,3,0.44,150,-0.76,0.04701,0.44,0,3
27001,0,3,2,3,0.08,210,-0.277,0.03901,0.7,1,3
27094,5,5,1,3,1,870,-0.967,0.01701,0.35,0,3
27095,5,5,1,3,1,870,-0.967,0.01701,0.35,0,0
27746,3,7,1,3,0.87,350,-0.326,0.03101,0.35,0,3
27747,3,7,1,3,0.87,350,-0.326,0.03101,0.35,0,0
28199,4,4,4,3,0.93,390,-0.685,0.01401,0.49,1,3
28262,7,7,3,3,0.75,570,-0.084,0.02001,0.59,1,3
29455,6,5,2,4,0.01,80,-0.923,0.03901,0.41,0,3
29456,6,5,2,4,0.01,80,-0.923,0.03901,0.41,0,0
30057,4,3,3,1,0.63,520,-0.535,0.03701,0.46,1,3
30668,5,4,2,4,0.87,100,-0.839,0.04801,0.83,1,3
30899,2,6,4,4,0.81,200,-0.96,0.02201,0.54,0,3
31071,5,6,1,1,0.64,930,-0.847,0.04101,0.53,1,3
31072,5,6,1,1,0.64,930,-0.847,0.04101,0.53,1,0
