SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
8206.1,2,4,2,4,0.91,49.4,-0.98048,0.029275,0.31,0,2
12365,1,1,3,1,0.91,370,-0.778,0.03101,0.39,1,0
12568,2,3,1,1,0.06,270,-0.816,0.01001,0.37,1,0
12897,0,7,4,4,0.46,220,-0.147,0.03901,0.46,0,3
12898,0,7,4,4,0.46,220,-0.147,0.03901,0.46,0,0
13360,3,6,1,3,0.14,910,-0.132,0.04401,0.53,1,0
13721,0,4,1,3,0.75,40,-0.766,0.03101,0.38,1,0
13935,5,7,4,2,0.66,400,-0.565,0.03601,0.41,0,0
14418,2,6,1,1,0.91,290,-0.559,0.04101,0.42,0,3
15472,3,7,1,1,0.93,950,-0.466,0.01901,0.54,0,3
15658.5,4,7,2,4,0.93,57.7,-0.43806,0.043565,0.255,0,2
15691.3,4,6,4,3,0.15,490,-0.3431,0.05,0.365,1,2
15742,2,4,3,4,0.94,280,-0.798,0.02401,0.42,0,3
15743,2,4,3,4,0.94,280,-0.798,0.02401,0.42,0,0
16158,0,5,2,3,0.93,120,-0.375,0.01501,0.47,0,3
16600,3,5,4,1,0.49,570,-0.752,0.04601,0.51,1,3
16601,3,5,4,1,0.49,570,-0.752,0.04601,0.51,1,0
17230,2,7,2,2,0.8,20,-0.76,0.03301,0.5,0,3
17398.2,3,6,1,4,0.61,626.6,-0.1786,0.046215,0.225,0,2
17407,1,3,4,1,0.22,510,-0.632,0.01801,0.61,1,3
17488.2,4,5,2,4,0.32,58,-0.5811,0.033455,0.325,1,2
17970,1,2,3,2,0.14,60,-0.779,0.01601,0.44,0,3
18653,0,1,2,1,0.76,30,-0.254,0.04001,0.37,1,0
18704,3,6,3,1,0.44,40,-0.803,0.02901,0.37,1,3
18705,3,6,3,1,0.44,40,-0.803,0.02901,0.37,1,0
18871,3,5,4,4,0.28,890,-0.532,0.01701,0.44,0,3
18872,3,5,4,4,0.28,890,-0.532,0.01701,0.44,0,0
19580,2,7,2,4,0.25,970,-0.122,0.04501,0.72,1,3
20354,1,3,3,4,0.87,270,-0.072,0.01701,0.76,0,3
20404,3,5,4,3,0.64,190,-0.122,0.01901,0.58,1,3
20588,1,4,2,1,0.4,720,-0.617,0.03201,0.54,1,3
21373,1,4,1,1,0.36,890,-0.611,0.04501,0.63,0,3
21549,4,5,1,4,0.55,440,-0.248,0.03001,0.36,1,0
22629,4,4,2,3,0.44,780,-0.173,0.03701,0.68,0,3
22853,1,4,1,4,0.69,230,-0.12,0.04001,0.55,0,3
22903,1,6,3,3,0.54,280,-0.852,0.04801,0.5,1,3
22904,1,6,3,3,0.54,280,-0.852,0.04801,0.5,1,0
23201,1,3,4,3,0.99,340,-0.966,0.03101,0.45,1,3
23202,1,3,4,3,0.99,340,-0.966,0.03101,0.45,1,0
23764,1,5,2,4,0.8,870,-0.192,0.03201,0.56,0,3
24752,2,4,3,3,0.55,290,-0.744,0.01001,0.4,0,3
26129,3,7,3,2,0.32,630,-0.703,0.04601,0.68,1,3
26817,3,6,4,3,0.11,840,-0.574,0.01501,0.49,0,3
26923,1,7,1,4,0.92,550,-0.126,0.03101,0.66,1,3
27165,7,6,1,3,0.1,820,-0.273,0.03401,0.7,1,3
27267,6,6,1,2,0.85,190,-0.387,0.04401,0.66,0,0
27287,3,2,2,3,0.46,250,-0.38,0.02801,0.52,0,3
27834,3,5,2,1,0.98,520,-0.308,0.02401,0.47,0,3
27982,1,5,4,4,0.54,400,-0.858,0.03301,0.66,0,3
28498,2,5,3,2,0.32,710,-0.2,0.02801,0.6,1,3
28665,0,5,3,4,0.05,980,-0.064,0.01701,0.39,1,3
28666,0,5,3,4,0.05,980,-0.064,0.01701,0.39,1,0
28720,1,2,4,3,0.11,870,-0.471,0.00601,0.41,1,3
29071,5,7,2,2,0.77,510,-0.913,0.00901,0.53,1,3
29593,2,6,1,4,0.32,900,-0.37,0.04001,0.71,1,3
30013,4,5,4,4,0.88,340,-0.557,0.04401,0.5,0,3
30310,2,7,4,2,0.95,590,-0.235,0.04301,0.39,0,3
