"","spp.name","region"
"1",16796,10
"2",17061,10
"3",17345,10
"4",17809,8
"5",17916,10
"6",17932,9
"7",17932,8
"8",18065,7
"9",18110,9
"10",18110,8
"11",18161,10
"12",19158,10
"13",19302,7
"14",19378,10
"15",19485,9
"16",19485,8
"17",19497,10
"18",19531,7
"19",19605,10
"20",19675,10
"21",19823,10
"22",19823,9
"23",20035,9
"24",20035,8
"25",20149,10
"26",20338,10
"27",20338,9
"28",20445,7
"29",20559,9
"30",20559,10
"31",20613,6
"32",20613,7
"33",20614,7
"34",20614,6
"35",20625,6
"36",20747,10
"37",20747,9
"38",20766,10
"39",20808,10
"40",20825,7
"41",20854,10
"42",20854,9
"43",20860,8
"44",20860,9
"45",20919,10
"46",20928,10
"47",21031,7
"48",21060,7
"49",21206,5
"50",21206,4
"51",21213,10
"52",21223,8
"53",21231,10
"54",21231,9
"55",21280,9
"56",21288,8
"57",21288,7
"58",21433,6
"59",21433,5
"60",21445,6
"61",21445,5
"62",21511,10
"63",21511,9
"64",21553,10
"65",21592,10
"66",21623,6
"67",21623,5
"68",21677,9
"69",21677,8
"70",21770,6
"71",21770,7
"72",21783,6
"73",21835,4
"74",21835,5
"75",21839,7
"76",21856,5
"77",21881,10
"78",21902,9
"79",21902,8
"80",21941,3
"81",21941,4
"82",21980,7
"83",21980,8
"84",21983,10
"85",21983,9
"86",21990,10
"87",22004,9
"88",22004,10
"89",22038,10
"90",22050,8
"91",22050,7
"92",22065,7
"93",22077,8
"94",22077,7
"95",22100,10
"96",22105,6
"97",22108,10
"98",22159,2
"99",22294,8
"100",22294,7
"101",22294,6
"102",22297,10
"103",22297,9
"104",22302,3
"105",22302,2
"106",22327,6
"107",22327,5
"108",22335,3
"109",22374,6
"110",22390,3
"111",22390,4
"112",22391,9
"113",22391,8
"114",22433,7
"115",22436,10
"116",22450,6
"117",22450,5
"118",22453,6
"119",22463,4
"120",22463,5
"121",22477,4
"122",22477,5
"123",22504,9
"124",22504,10
"125",22515,10
"126",22599,8
"127",22613,6
"128",22613,7
"129",22638,10
"130",22649,8
"131",22650,10
"132",22686,6
"133",22686,7
"134",22693,9
"135",22693,10
"136",22699,10
"137",22700,10
"138",22701,10
"139",22701,9
"140",22719,10
"141",22736,4
"142",22736,3
"143",22747,9
"144",22747,10
"145",22749,10
"146",22752,8
"147",22753,7
"148",22753,6
"149",22754,9
"150",22754,8
"151",22773,5
"152",22779,6
"153",22782,9
"154",22783,8
"155",22783,9
"156",22812,5
"157",22812,6
"158",22813,7
"159",22825,9
"160",22825,10
"161",22831,9
"162",22831,8
"163",22858,8
"164",22865,8
"165",22865,9
"166",22873,9
"167",22891,9
"168",22891,8
"169",22896,10
"170",22897,8
"171",22897,9
"172",22924,10
"173",22924,9
"174",22933,4
"175",22951,10
"176",22971,10
"177",22976,6
"178",22976,5
"179",22985,8
"180",22985,7
"181",22996,8
"182",22996,7
"183",23005,8
"184",23005,7
"185",23007,5
"186",23013,10
"187",23013,9
"188",23024,10
"189",23026,10
"190",23049,10
"191",23061,10
"192",23070,9
"193",23071,10
"194",23090,9
"195",23090,10
"196",23126,4
"197",23126,5
"198",23129,10
"199",23147,6
"200",23147,7
"201",23169,8
"202",23169,9
"203",23169,7
"204",23177,6
"205",23177,5
"206",23180,9
"207",23181,7
"208",23192,8
"209",23192,9
"210",23194,7
"211",23194,6
"212",23202,8
"213",23206,5
"214",23206,6
"215",23215,10
"216",23217,10
"217",23218,8
"218",23218,9
"219",23224,7
"220",23233,10
"221",23233,9
"222",23235,10
"223",23237,9
"224",23251,8
"225",23251,9
"226",23262,9
"227",23262,10
"228",23264,2
"229",23264,3
"230",23266,7
"231",23266,6
"232",23270,9
"233",23276,10
"234",23279,5
"235",23279,4
"236",23280,7
"237",23280,6
"238",23292,2
"239",23292,3
"240",23300,10
"241",23316,4
"242",23316,3
"243",23318,10
"244",23322,5
"245",23323,9
"246",23328,6
"247",23328,5
"248",23330,8
"249",23330,9
"250",23346,10
"251",23347,7
"252",23347,6
"253",23356,10
"254",23361,4
"255",23364,9
"256",23371,8
"257",23371,9
"258",23372,10
"259",23375,10
"260",23403,10
"261",23411,10
"262",23417,7
"263",23417,6
"264",23423,5
"265",23423,4
"266",23426,9
"267",23426,10
"268",23430,10
"269",23439,10
"270",23439,9
"271",23441,6
"272",23441,5
"273",23443,7
"274",23443,8
"275",23445,6
"276",23445,5
"277",23449,8
"278",23449,9
"279",23452,4
"280",23467,4
"281",23467,5
"282",23478,4
"283",23509,10
"284",23516,10
"285",23517,8
"286",23517,7
"287",23527,4
"288",23527,3
"289",23528,6
"290",23528,5
"291",23535,10
"292",23539,4
"293",23541,9
"294",23541,8
"295",23545,9
"296",23549,10
"297",23554,8
"298",23554,7
"299",23556,6
"300",23556,7
"301",23562,7
"302",23562,8
"303",23569,8
"304",23569,7
"305",23570,10
"306",23570,9
"307",23576,5
"308",23577,10
"309",23580,10
"310",23607,5
"311",23618,2
"312",23622,10
"313",23635,6
"314",23635,5
"315",23640,5
"316",23640,6
"317",23660,10
"318",23660,9
"319",23661,5
"320",23661,4
"321",23662,4
"322",23667,7
"323",23667,8
"324",23671,10
"325",23674,7
"326",23678,4
"327",23682,10
"328",23686,4
"329",23686,3
"330",23690,4
"331",23690,5
"332",23707,9
"333",23708,7
"334",23708,8
"335",23717,10
"336",23721,7
"337",23722,8
"338",23722,9
"339",23730,8
"340",23731,8
"341",23731,7
"342",23733,10
"343",23734,3
"344",23734,2
"345",23735,3
"346",23735,4
"347",23749,4
"348",23749,5
"349",23762,8
"350",23763,10
"351",23774,7
"352",23774,8
"353",23780,10
"354",23781,8
