"","spp.name","region"
"1",659,1
"2",5210,1
"3",29233,1
"4",31103,1
"5",37011,1
"6",41509,1
"7",44000,1
"8",47936,1
"9",50539,3
"10",52909,2
"11",54082,1
"12",54867,1
"13",55961,1
"14",55987,1
"15",56332,1
"16",57902,2
"17",58418,1
"18",58787,4
"19",60736,2
"20",61486,1
"21",62024,1
"22",64231,2
"23",64793,1
"24",64972,1
"25",66955,2
"26",67494,1
"27",68400,1
"28",68878,1
"29",69219,2
"30",70018,2
"31",70076,2
"32",70353,1
"33",70434,1
"34",70435,1
"35",70460,1
"36",70631,1
"37",71215,1
"38",71259,3
"39",71968,1
"40",72255,1
"41",72757,1
"42",73441,1
"43",73615,1
"44",74079,1
"45",75155,2
"46",75535,2
"47",75800,1
"48",75887,1
"49",76347,1
"50",77002,2
"51",77009,1
"52",77384,3
"53",77408,1
"54",77434,1
"55",77506,1
"56",78125,1
"57",78349,1
"58",79728,1
"59",81024,3
"60",81335,1
"61",81572,2
"62",81697,1
"63",81890,1
"64",82458,1
"65",82810,1
"66",82961,5
"67",83020,2
"68",83075,1
"69",83094,1
"70",83250,1
"71",83375,1
"72",83478,1
"73",83929,1
"74",83949,1
"75",84222,2
"76",84424,2
"77",84428,1
"78",84466,1
"79",84543,4
"80",85609,2
"81",85957,1
"82",86071,3
"83",86087,2
"84",86489,1
"85",86503,4
"86",86775,1
"87",86882,1
"88",87352,1
"89",87829,4
"90",87843,2
"91",87985,3
"92",88057,2
"93",88451,2
"94",88611,3
"95",88634,1
"96",88757,1
"97",88791,2
"98",88879,1
"99",89096,3
"100",89134,3
"101",89282,1
"102",89289,2
"103",89644,2
"104",89662,3
"105",89695,1
"106",90027,2
"107",90193,3
"108",90639,2
"109",90857,3
"110",91064,6
"111",91078,2
"112",91105,3
"113",91124,2
"114",91141,1
"115",91296,3
"116",91578,5
"117",91777,1
"118",91832,2
"119",92011,7
"120",92330,7
"121",92393,1
"122",92410,4
"123",92421,2
"124",92481,3
"125",92652,4
"126",92662,4
"127",92730,4
"128",92828,1
"129",92894,3
"130",92940,1
"131",93000,1
"132",93039,3
"133",93055,1
"134",93165,1
"135",93186,7
"136",93436,1
"137",93475,3
"138",93496,1
"139",93582,4
"140",93907,2
"141",94023,4
"142",94035,5
"143",94178,1
"144",94223,6
"145",94385,1
"146",94478,1
"147",94510,5
"148",94570,3
"149",94941,1
"150",94951,1
"151",95010,1
"152",95162,1
"153",95242,4
"154",95269,3
"155",95283,2
"156",95572,2
"157",95602,8
"158",95688,5
"159",95898,1
"160",96278,2
"161",96493,8
"162",96552,6
"163",96597,4
"164",96648,2
"165",96655,5
"166",96657,5
"167",96811,2
"168",96860,3
"169",96895,2
"170",96921,2
"171",96979,2
"172",96983,2
"173",97125,5
"174",97129,5
"175",97185,5
"176",97247,6
"177",97264,6
"178",97280,1
"179",97375,3
"180",97672,3
"181",97745,2
"182",97826,1
"183",97897,2
"184",97934,4
"185",98030,1
"186",98136,8
"187",98170,1
"188",98198,4
"189",98213,1
"190",98255,1
"191",98314,2
"192",98352,5
"193",98383,9
"194",98416,2
"195",98550,5
"196",98663,3
"197",98719,4
"198",98834,2
"199",98941,3
"200",98956,6
"201",99069,5
"202",99084,5
"203",99125,2
"204",99137,1
"205",99181,3
"206",99197,3
"207",99212,2
"208",99295,6
"209",99392,1
"210",99503,5
