SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
4280,0,4,1,3,0.92,450,-0.675,0.04401,0.37,0,3
4281,0,4,1,3,0.92,450,-0.675,0.04401,0.37,0,0
7674,4,6,3,3,0.23,300,-0.968,0.00801,0.5,0,3
8290,2,4,2,3,0.36,380,-0.562,0.03701,0.54,0,3
9786,1,6,1,2,0.79,10,-0.553,0.03701,0.65,0,3
10367,5,7,1,2,0.71,960,-0.763,0.04601,0.51,0,3
10368,5,7,1,2,0.71,960,-0.763,0.04601,0.51,0,0
10378,1,2,1,3,0.49,570,-0.608,0.01701,0.44,0,3
13021,1,6,2,4,0.58,60,-0.719,0.02201,0.63,0,3
13224,2,3,2,2,0.73,900,-0.941,0.04301,0.51,0,3
13225,2,3,2,2,0.73,900,-0.941,0.04301,0.51,0,0
14240.3,0,3,1,3,0.04,215.5,-0.02645,0.018035,0.59,0,2
14622.5,2,7,1,3,1,44.3,-0.55347,0.012455,0.345,0,2
14824.1,0,4,1,3,0.21,380,-0.01265,0.026515,0.39,0,2
15615,0,5,3,1,0.28,254.6,-0.02093,0.029945,0.38,0,2
15633.2,0,2,3,3,0.8,38,-0.96129,0.016995,0.255,1,2
15751,0,5,3,4,0.5,490,-0.058,0.02001,0.44,0,3
15882.9,2,3,4,1,0.99,32.8,-1.40795,0.026055,0.275,0,2
16213.7,0,5,4,4,0.45,344,-0.01656,0.015855,0.36,0,2
16225,2,3,4,3,0.34,610,-0.868,0.02001,0.65,0,3
16503.3,5,5,2,4,0.27,266.4,-0.04284,0.038055,0.28,0,2
17044.4,0,2,4,1,0.75,33.2,-1.00013,0.015375,0.335,1,2
17206,1,6,1,1,0.97,570,-0.542,0.04201,0.44,0,3
17207,1,6,1,1,0.97,570,-0.542,0.04201,0.44,0,0
17326.5,0,6,4,3,0.78,42.7,-1.11665,0.010185,0.515,0,2
17476,0,2,4,1,0.29,560,-0.824,0.04901,0.66,0,3
17668.2,6,7,3,4,0.1,31.9,-1.2623,0.012565,0.325,1,2
17670.2,2,2,4,3,0.41,724.4,-0.0306,0.038135,0.36,1,2
18218,4,5,1,3,0.66,700,-0.479,0.04501,0.52,0,3
18219,4,5,1,3,0.66,700,-0.479,0.04501,0.52,0,0
18346,3,4,4,4,0.3,60,-0.243,0.00901,0.37,1,3
18556,3,3,1,2,0.91,460,-0.088,0.01901,0.41,0,3
18686,1,5,1,2,0.19,600,-0.167,0.04301,0.7,1,3
18855,2,2,1,4,0.32,420,-0.914,0.03301,0.45,1,0
19284,0,4,2,2,0.79,140,-0.102,0.02601,0.47,0,3
20589,1,4,3,4,0.12,340,-0.208,0.00501,0.41,1,3
20772,1,4,2,2,0.04,510,-0.465,0.01501,0.52,1,3
21142,2,5,2,3,0.1,400,-0.284,0.03201,0.55,0,3
21280,0,2,2,4,0.03,860,-0.415,0.03901,0.6,0,3
21700,3,7,4,4,0.48,700,-0.98,0.03501,0.66,0,3
21828,1,5,2,2,0.99,410,-0.492,0.04301,0.68,1,3
21891,2,7,3,2,0.78,150,-0.21,0.02501,0.65,1,3
22250,1,4,1,2,0.92,520,-0.803,0.03601,0.56,1,3
22442,0,2,2,2,0.07,80,-0.817,0.01301,0.46,0,3
22770,3,5,1,2,0.47,210,-0.786,0.01501,0.51,1,3
22791,3,7,1,4,0.73,360,-0.885,0.01101,0.39,0,3
24463,0,1,2,4,0.86,210,-0.634,0.01301,0.42,1,0
24980,2,7,2,2,0.24,540,-0.876,0.01501,0.57,1,3
26286,5,5,4,2,0.15,780,-0.556,0.04001,0.45,0,3
26298,1,6,2,3,0.43,290,-0.56,0.04201,0.62,1,3
27604,1,7,2,3,0.32,720,-0.551,0.02601,0.5,0,3
27652,5,7,3,3,0.2,680,-0.945,0.04601,0.69,0,3
27760,0,7,3,2,0.71,340,-0.023,0.02801,0.4,0,3
27761,0,7,3,2,0.71,340,-0.023,0.02801,0.4,0,0
28277,3,5,4,3,0.86,930,-0.637,0.03001,0.48,0,3
28848,2,4,3,1,0.39,970,-0.382,0.02201,0.59,1,3
29035,1,7,3,4,0.28,40,-0.971,0.01901,0.45,1,3
30157,1,7,2,4,0.52,520,-0.036,0.03001,0.38,1,0
31767,1,5,2,4,0.13,710,-0.826,0.04301,0.42,0,3
31768,1,5,2,4,0.13,710,-0.826,0.04301,0.42,0,0
31773,1,2,2,4,0.46,500,-0.635,0.04401,0.51,1,3
31774,1,2,2,4,0.46,500,-0.635,0.04401,0.51,1,0
