"","spp.name","region"
"1",16909,10
"2",17638,5
"3",18102,10
"4",18589,9
"5",18589,10
"6",18740,6
"7",19078,9
"8",19078,8
"9",19147,9
"10",19443,10
"11",19519,10
"12",19605,8
"13",19605,9
"14",19677,8
"15",19677,9
"16",19760,9
"17",19760,8
"18",19846,10
"19",19944,6
"20",19944,7
"21",20118,6
"22",20134,10
"23",20145,10
"24",20439,10
"25",20471,8
"26",20471,7
"27",20531,10
"28",20582,9
"29",20582,10
"30",20614,9
"31",20614,10
"32",20614,8
"33",20674,9
"34",20674,10
"35",20822,9
"36",20911,9
"37",20911,8
"38",20959,10
"39",21073,10
"40",21099,8
"41",21213,7
"42",21213,8
"43",21288,8
"44",21347,8
"45",21382,10
"46",21426,7
"47",21432,6
"48",21432,5
"49",21436,10
"50",21614,10
"51",21621,7
"52",21637,10
"53",21647,8
"54",21647,7
"55",21699,9
"56",21708,9
"57",21708,10
"58",21722,7
"59",21722,8
"60",21724,10
"61",21733,9
"62",21733,8
"63",21748,9
"64",21779,9
"65",21779,8
"66",21791,8
"67",21791,9
"68",21797,10
"69",21830,8
"70",21830,10
"71",21830,9
"72",21832,9
"73",21832,10
"74",21852,8
"75",21852,7
"76",21860,8
"77",21860,7
"78",21874,7
"79",21874,6
"80",21898,7
"81",21898,6
"82",21908,6
"83",21908,5
"84",21944,10
"85",21999,8
"86",21999,9
"87",22022,9
"88",22022,8
"89",22061,9
"90",22081,10
"91",22099,10
"92",22099,9
"93",22118,10
"94",22133,6
"95",22141,7
"96",22141,6
"97",22142,10
"98",22168,9
"99",22168,8
"100",22174,9
"101",22174,8
"102",22182,7
"103",22182,6
"104",22213,7
"105",22226,8
"106",22226,9
"107",22257,6
"108",22257,5
"109",22274,10
"110",22291,10
"111",22307,10
"112",22318,10
"113",22322,10
"114",22328,5
"115",22328,4
"116",22332,10
"117",22344,7
"118",22344,6
"119",22367,6
"120",22367,7
"121",22372,10
"122",22387,6
"123",22387,7
"124",22391,8
"125",22391,7
"126",22397,5
"127",22468,10
"128",22476,6
"129",22498,10
"130",22499,10
"131",22518,9
"132",22518,8
"133",22530,9
"134",22530,8
"135",22545,9
"136",22545,8
"137",22554,10
"138",22562,8
"139",22566,10
"140",22573,7
"141",22573,8
"142",22604,9
"143",22604,8
"144",22614,10
"145",22618,6
"146",22618,7
"147",22649,8
"148",22649,9
"149",22665,7
"150",22665,6
"151",22679,8
"152",22679,7
"153",22690,8
"154",22690,7
"155",22691,10
"156",22713,7
"157",22713,8
"158",22715,4
"159",22715,3
"160",22721,10
"161",22748,9
"162",22750,9
"163",22755,3
"164",22764,9
"165",22764,8
"166",22769,9
"167",22788,9
"168",22788,8
"169",22797,7
"170",22797,8
"171",22800,10
"172",22803,8
"173",22803,7
"174",22822,4
"175",22836,10
"176",22840,8
"177",22840,10
"178",22840,9
"179",22871,3
"180",22871,2
"181",22878,9
"182",22884,9
"183",22884,8
"184",22928,10
"185",22930,5
"186",22944,3
"187",22959,7
"188",22963,9
"189",22963,10
"190",22966,10
"191",22967,10
"192",22974,10
"193",22976,9
"194",22989,10
"195",22996,10
"196",23003,10
"197",23003,9
"198",23005,5
"199",23005,6
"200",23008,7
"201",23018,9
"202",23021,9
"203",23021,10
"204",23025,9
"205",23043,3
"206",23043,2
"207",23051,10
"208",23053,8
"209",23053,7
"210",23054,6
"211",23059,7
"212",23059,6
"213",23068,10
