"","spp.name","region"
"1",16600,8
"2",16600,9
"3",17173,9
"4",17173,8
"5",17368,10
"6",17794,6
"7",18059,9
"8",18059,10
"9",18344,10
"10",18364,10
"11",18497,7
"12",18543,10
"13",18993,8
"14",18993,9
"15",19376,10
"16",19376,9
"17",19603,7
"18",19603,8
"19",19713,10
"20",19879,8
"21",19961,10
"22",20010,10
"23",20135,7
"24",20190,10
"25",20233,9
"26",20233,10
"27",20301,10
"28",20301,9
"29",20417,10
"30",20437,7
"31",20437,8
"32",20479,7
"33",20479,8
"34",20587,10
"35",20587,9
"36",20606,9
"37",20606,10
"38",20661,9
"39",20661,8
"40",20915,8
"41",20957,8
"42",21010,10
"43",21010,9
"44",21020,10
"45",21116,8
"46",21116,7
"47",21251,8
"48",21251,9
"49",21269,5
"50",21269,6
"51",21312,9
"52",21312,10
"53",21375,10
"54",21385,9
"55",21385,10
"56",21449,10
"57",21531,8
"58",21533,10
"59",21545,10
"60",21573,9
"61",21573,10
"62",21677,9
"63",21677,10
"64",21722,8
"65",21753,6
"66",21753,7
"67",21754,9
"68",21754,8
"69",21762,6
"70",21762,7
"71",21783,8
"72",21783,9
"73",21809,6
"74",21809,7
"75",21830,6
"76",21830,5
"77",21884,10
"78",21940,8
"79",21940,7
"80",21996,5
"81",21996,6
"82",22016,10
"83",22117,10
"84",22129,10
"85",22129,9
"86",22142,7
"87",22142,8
"88",22165,8
"89",22165,9
"90",22183,4
"91",22183,5
"92",22214,5
"93",22214,4
"94",22245,7
"95",22245,8
"96",22263,5
"97",22276,10
"98",22282,10
"99",22348,8
"100",22348,9
"101",22351,10
"102",22368,8
"103",22368,9
"104",22443,9
"105",22469,10
"106",22498,10
"107",22505,9
"108",22505,8
"109",22521,9
"110",22521,10
"111",22547,10
"112",22556,10
"113",22575,9
"114",22581,7
"115",22581,6
"116",22613,8
"117",22622,7
"118",22622,8
"119",22623,7
"120",22623,6
"121",22627,10
"122",22633,7
"123",22644,8
"124",22644,7
"125",22646,9
"126",22646,8
"127",22650,10
"128",22690,10
"129",22691,10
"130",22710,10
"131",22733,9
"132",22733,10
"133",22742,3
"134",22742,4
"135",22773,8
"136",22773,7
"137",22799,10
"138",22799,9
