SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
8062,4,5,4,2,0.37,580,-0.131,0.04401,0.47,0,0
8084,6,7,2,3,0.28,700,-0.834,0.02601,0.38,0,0
15941,1,7,2,1,0.29,430,-0.155,0.02901,0.41,0,0
16593,2,7,2,3,0.3,250,-0.437,0.02101,0.47,0,3
16652,1,7,3,2,0.94,45.8,-0.70196,0.05,0.69,0,2
16700.8,1,6,3,3,0.16,36.8,-0.53738,0.005845,0.26,0,2
16895.3,0,5,3,2,0.79,37.8,-0.56508,0.006125,0.58,0,2
16999.4,2,7,1,2,0.9,513,-0.90303,0.026795,0.265,1,2
17052,0,2,3,3,0.91,360,-0.219,0.02901,0.5,1,3
17062,1,6,1,2,0.12,890,-0.046,0.03801,0.46,0,3
17376.4,2,5,2,4,0.87,299.6,-0.80366,0.020365,0.26,0,2
17402.7,5,6,1,3,0.9,193.7,-1.08237,0.015575,0.47,0,2
17623.4,0,2,4,4,0.26,161.3,-1.30083,0.012315,0.5,0,2
17629,1,6,2,1,0.17,900,-0.145,0.04401,0.58,0,3
17825,1,5,4,4,0.86,420,-0.003,0.00801,0.47,1,3
18015.7,4,6,3,3,0.67,25.2,-0.64264,0.005635,0.61,1,2
18369.8,1,5,3,3,0.86,69.1,-0.64678,0.042705,0.24,0,2
18376.9,6,7,2,1,1,46.2,-0.59805,0.031155,0.56,1,2
18447.3,1,2,2,4,0.58,583.4,-1.02926,0.033705,0.245,1,2
18737.9,4,7,4,4,0.97,257,-1.10694,0.015585,0.445,0,2
18866.2,5,6,3,3,0.21,216.6,-0.65057,0.020695,0.245,1,2
18928.4,5,6,1,2,0.95,278.6,-1.08752,0.027265,0.505,0,2
18985,1,7,2,2,0.79,750,-0.739,0.02901,0.59,1,3
19098,1,5,3,1,0.55,280,-0.986,0.02201,0.59,1,3
19706,3,6,1,1,0.99,280,-0.634,0.03601,0.58,1,3
20350,4,7,1,3,0.33,350,-0.541,0.02501,0.4,1,0
22003,0,7,1,3,0.88,970,-0.138,0.01101,0.37,1,3
22460,3,6,2,1,0.62,770,-0.869,0.04701,0.41,1,0
22900,3,7,4,2,0.32,700,-0.009,0.04701,0.37,1,0
23157,1,4,3,2,0.05,90,-0.43,0.01701,0.4,0,3
23477,5,7,3,1,0.91,560,-0.058,0.03201,0.38,1,0
23514,3,7,1,3,0.78,370,-0.294,0.03001,0.49,0,3
23515,3,7,1,3,0.78,370,-0.294,0.03001,0.49,0,0
24234,3,3,2,1,0.9,90,-0.051,0.02601,0.35,1,0
24524,0,6,2,3,0.97,560,-0.906,0.02701,0.4,0,3
24703,0,2,1,3,0.26,250,-0.985,0.04901,0.43,0,3
25394,2,6,2,2,1,680,-0.202,0.04001,0.69,0,3
25737,1,7,2,2,0.65,550,-0.154,0.03901,0.79,0,3
26100,6,6,2,2,0.63,470,-0.029,0.03801,0.45,0,3
26541,5,6,1,1,0.17,800,-0.782,0.02901,0.4,0,3
26542,5,6,1,1,0.17,800,-0.782,0.02901,0.4,0,0
26641,4,4,4,1,0.4,430,-0.391,0.01401,0.35,0,3
27663,2,6,1,2,0.68,230,-0.667,0.04101,0.35,1,0
27891,1,1,2,2,0.37,980,-0.187,0.03001,0.47,1,0
28381,3,4,1,4,0.42,390,-0.562,0.02301,0.38,1,3
28382,3,4,1,4,0.42,390,-0.562,0.02301,0.38,1,0
28507,2,4,4,1,0.93,540,-0.097,0.03001,0.54,0,3
28672,5,7,4,2,0.82,650,-0.925,0.04101,0.48,0,3
28830,6,5,3,2,0.78,40,-0.644,0.04501,0.48,1,0
29829,1,5,4,3,0.12,30,-0.554,0.00801,0.44,1,3
30602,5,4,3,3,0.8,360,-0.839,0.03801,0.35,0,3
30750,5,4,4,4,0.72,80,-0.443,0.04401,0.44,1,0
31610,4,5,2,4,0.91,300,-0.993,0.01801,0.36,0,3
31616,1,3,1,2,0.87,390,-0.971,0.03101,0.41,0,3
31617,1,3,1,2,0.87,390,-0.971,0.03101,0.41,0,0
31906,0,3,4,1,0.56,380,-0.975,0.04401,0.49,1,3
31907,0,3,4,1,0.56,380,-0.975,0.04401,0.49,1,0
