SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
11459.3,1,3,2,4,1,118.8,-0.7392,0.022505,0.76,0,2
12913,3,6,3,2,0.48,550,-0.113,0.02701,0.34,0,3
14200,1,6,1,2,0.49,508.7,-0.46662,0.026095,0.165,0,2
15125,1,7,1,2,0.26,880,-0.869,0.01801,0.33,0,3
15126,1,7,1,2,0.26,880,-0.869,0.01801,0.33,0,0
15244,2,2,2,4,0.85,480,-0.399,0.02301,0.3,0,3
15603,5,6,1,4,0.75,60,-0.092,0.03901,0.35,1,0
15654,2,5,4,4,0.16,530,-0.384,0.02701,0.51,0,3
15706,3,6,2,4,0.14,820,-0.645,0.04301,0.45,1,3
15902,0,2,4,4,0.7,560,-0.103,0.04801,0.48,1,3
16355,0,5,1,2,0.54,10,-0.187,0.02101,0.29,0,3
16574.9,0,5,4,4,0.43,183.8,-0.6227,0.05,0.39,1,2
16725,4,7,3,3,0.93,360,-0.896,0.03001,0.5,0,3
17005,1,4,1,3,0.23,10,-0.944,0.03001,0.33,1,3
17006,1,4,1,3,0.23,10,-0.944,0.03001,0.33,1,0
17035,0,3,3,4,0.29,128,-1.36994,0.05,0.61,1,2
17188,4,7,4,4,0.5,510,-0.068,0.04901,0.47,1,3
17189,4,7,4,4,0.5,510,-0.068,0.04901,0.47,1,0
17418.8,2,7,2,2,0.52,231.9,-0.4695,0.019965,0.36,0,2
17497.6,1,7,2,2,0.93,288.3,-0.6573,0.042075,0.25,1,2
17660,2,2,4,2,0.25,890,-0.185,0.04601,0.53,0,3
17846,2,7,2,4,0.91,443.2,-0.18356,0.026705,0.435,0,2
18032,5,7,3,4,0.96,740,-0.803,0.04501,0.64,0,3
18069,1,4,1,2,0.98,650,-0.868,0.03801,0.52,1,3
18138,0,2,2,4,0.32,460,-0.474,0.02701,0.35,0,3
19690,4,7,1,1,0.9,650,-0.823,0.01901,0.38,0,3
19859,3,6,3,1,0.24,350,-0.057,0.03601,0.28,0,3
19860,3,6,3,1,0.24,350,-0.057,0.03601,0.28,0,0
19988,3,4,3,1,0.61,90,-0.359,0.04801,0.26,1,0
20445,5,7,2,2,0.16,960,-0.996,0.01901,0.33,0,3
20706,0,6,4,3,0.45,110,-0.96,0.04301,0.58,0,3
22007,1,2,4,2,0.47,270,-0.596,0.02801,0.43,0,3
22084,0,2,2,3,0.58,840,-0.643,0.02801,0.44,1,3
22429,5,7,3,1,0.2,40,-0.501,0.03201,0.3,1,0
22877,1,4,2,2,0.66,940,-0.764,0.03501,0.55,0,3
23047,2,2,1,2,0.89,340,-0.095,0.04401,0.25,0,3
23048,2,2,1,2,0.89,340,-0.095,0.04401,0.25,0,0
23750,5,6,1,3,0.56,260,-0.491,0.02801,0.34,0,3
24206,1,7,4,3,0.99,360,-0.707,0.03401,0.31,1,0
24646,3,3,4,3,0.22,480,-0.581,0.02501,0.38,1,3
24895,0,5,1,4,0.16,430,-0.263,0.04001,0.5,0,3
25387,0,4,4,4,0.21,900,-0.455,0.04801,0.3,1,0
25978,0,6,2,1,0.87,580,-0.189,0.02501,0.42,0,3
26500,4,5,2,3,0.33,530,-0.947,0.01601,0.43,1,3
27551,7,6,4,3,0.1,600,-0.421,0.04901,0.45,1,0
28032,2,6,1,4,0.61,160,-0.958,0.03901,0.52,1,3
28537,3,7,2,3,0.49,440,-0.633,0.04201,0.51,1,3
29659,4,5,3,4,0.19,740,-0.43,0.03201,0.4,0,3
29994,3,7,1,2,0.15,210,-0.119,0.01301,0.25,0,3
30584,0,5,3,3,0.16,870,-0.497,0.04401,0.57,1,3
31738,2,3,4,3,0.77,420,-0.626,0.02901,0.32,0,3
