SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
11859.7,0,2,1,4,0.76,437.4,-0.06039,0.020885,0.42,0,2
12652.8,2,5,4,4,0.96,349.6,-0.08845,0.046265,0.45,0,2
12702.9,4,5,4,4,0.67,289.3,-0.07137,0.026575,0.36,0,2
12783.1,3,6,4,4,0.36,221.5,-0.0915,0.039845,0.62,0,2
12836.9,2,2,3,4,0.2,739.3,-0.26712,0.039165,0.55,0,2
13039,4,5,4,4,0.9,232.3,-0.04087,0.023315,0.58,0,2
13180.4,1,2,3,4,0.9,37.3,-0.25393,0.05,0.72,0,2
13195,2,6,4,2,0.65,630,-0.808,0.04201,0.42,0,3
13223.1,2,7,1,3,0.06,41.4,-0.33352,0.038085,0.32,0,2
13340.1,0,2,1,3,0.12,40.7,-0.20087,0.033525,0.58,0,2
13468.1,5,5,1,2,0.32,44.3,-0.42827,0.046705,0.81,0,2
13483.7,4,7,2,3,0.68,91.5,-0.10285,0.018735,0.475,0,2
13633,1,5,1,4,0.73,25.2,-0.37142,0.05,0.69,0,2
13702,1,3,3,4,0.83,26.5,-0.1895,0.05,0.6,0,2
13717.3,3,5,2,4,0.44,114,-0.09537,0.025175,0.285,1,2
13880.2,0,2,1,3,0.53,32.8,-0.28425,0.039385,0.55,0,2
14012.6,0,5,1,4,0.12,23.3,-0.51544,0.035665,0.37,1,2
14357.6,3,4,2,1,0.29,310.2,-0.23424,0.007075,0.225,0,2
14619.3,1,5,3,3,0.71,38.6,-0.25393,0.038735,0.76,0,2
14624,1,2,4,4,0.89,40.5,-0.27288,0.038505,0.78,0,2
14764.2,3,6,2,4,0.46,291.2,-0.21504,0.017895,0.585,0,2
14862,1,6,3,2,0.5,24.4,-0.42483,0.022405,0.38,0,2
14927,3,7,1,2,0.86,20,-0.75,0.02901,0.48,1,3
15301,1,6,3,2,0.11,20.5,-0.37521,0.05,0.47,0,2
15621.9,1,5,4,4,0.63,21.3,-0.39037,0.038585,0.7,0,2
15643.8,3,4,2,4,0.27,39.7,-0.23877,0.05,0.4,0,2
15855.4,4,6,1,3,0.05,29.6,-0.54576,0.035675,0.42,0,2
16160.1,1,6,4,3,0.34,26.2,-0.52302,0.05,0.42,0,2
16332,1,7,2,3,0.67,16.2,-1.10789,0.023345,0.26,0,2
16582.5,0,3,2,1,0.61,445.9,-0.19584,0.010285,0.385,0,2
17029,0,3,1,3,0.6,290,-0.731,0.04501,0.4,0,3
17030,0,3,1,3,0.6,290,-0.731,0.04501,0.4,0,0
17654.9,5,7,1,3,0.45,17.6,-0.87465,0.009705,0.38,1,2
18382,2,3,2,2,0.56,450,-0.294,0.04001,0.44,0,3
19226,2,7,1,2,0.37,740,-0.279,0.03401,0.38,1,3
19227,2,7,1,2,0.37,740,-0.279,0.03401,0.38,1,0
19957,1,6,4,3,0.81,340,-0.061,0.03301,0.46,0,3
20592,4,7,1,2,0.57,550,-0.886,0.02901,0.36,1,3
20593,4,7,1,2,0.57,550,-0.886,0.02901,0.36,1,0
20735,4,6,1,3,0.71,850,-0.212,0.03701,0.48,0,3
20736,4,6,1,3,0.71,850,-0.212,0.03701,0.48,0,0
20747,2,5,1,4,0.6,500,-0.888,0.02601,0.62,0,3
21862,3,5,1,4,0.17,790,-0.081,0.02401,0.51,1,3
21988,4,6,1,4,0.81,120,-0.187,0.03101,0.51,0,3
22054,3,5,3,2,0.95,30,-0.439,0.02101,0.6,1,3
22143,5,7,2,2,0.53,690,-0.467,0.04301,0.52,1,3
23473,2,4,2,1,0.51,850,-0.708,0.04701,0.48,0,3
23474,2,4,2,1,0.51,850,-0.708,0.04701,0.48,0,0
25983,2,7,1,3,0.84,30,-0.379,0.04701,0.58,1,3
26674,5,7,1,1,0.31,480,-0.223,0.04301,0.49,0,3
26937,6,5,4,4,0.46,280,-0.477,0.03701,0.41,1,0
27441,3,7,4,2,0.27,490,-0.744,0.04401,0.39,1,3
27442,3,7,4,2,0.27,490,-0.744,0.04401,0.39,1,0
27779,1,7,2,3,0.75,450,-0.192,0.01201,0.43,0,3
28147,1,6,4,2,0.48,960,-0.28,0.03701,0.42,1,3
28148,1,6,4,2,0.48,960,-0.28,0.03701,0.42,1,0
29577,2,7,4,3,0.02,20,-0.833,0.01901,0.46,1,3
31038,4,4,3,3,0.44,480,-0.341,0.03301,0.41,0,3
31421,0,4,1,3,0.12,690,-0.048,0.02301,0.51,0,3
