SpID,ElevationOptimum,ElevationTolerance,IslandSideOptimum,IslandSideTolerance,MaxHabitatSuitability,AdultMass,AlleeThreshold,DispAlpha,DispTailThinness,Annual,SpeciesType
710,3,3,1,1,0.69,380,-0.666,0.01601,0.48,0,3
1540,1,3,1,1,0.84,830,-0.623,0.03501,0.36,1,0
1616,2,2,2,3,0.38,200,-0.343,0.03501,0.58,0,3
4783,7,7,3,4,0.38,640,-0.654,0.04201,0.54,1,3
5054,2,5,2,2,0.59,80,-0.378,0.04001,0.35,1,0
7678,6,6,4,3,0.61,280,-0.115,0.03601,0.44,0,3
8351,0,7,4,4,0.08,670,-0.604,0.03401,0.51,1,3
8456,2,7,3,3,0.28,940,-0.819,0.02801,0.5,1,3
9201.25,4,7,4,2,1,389.15,-0.69927,0.0194875,0.2625,0,2
10021,2,4,2,4,0.89,170,-0.498,0.02801,0.6,1,3
11558.4,5,7,2,1,0.82,361.95,-0.54279,0.0229675,0.2825,1,2
11681,7,7,4,4,0.39,400,-0.823,0.02301,0.38,1,0
11873,4,5,3,4,0.88,250,-0.546,0.04101,0.35,0,3
11874,4,5,3,4,0.88,250,-0.546,0.04101,0.35,0,0
11952,4,7,2,2,0.16,60,-0.76,0.04401,0.57,0,3
12758.4,0,4,4,2,0.52,606.5,-0.9945,0.048075,0.475,1,2
12863.9,1,3,4,3,0.37,194.8,-0.91378,0.046285,0.475,1,2
13135,5,6,3,4,0.63,780,-0.33,0.04601,0.42,1,3
13136,5,6,3,4,0.63,780,-0.33,0.04601,0.42,1,0
13375.3,0,2,3,2,0.19,249.3,-0.2968,0.011735,0.275,1,2
13427.9,5,5,4,1,0.57,93.9,-1.0336,0.05,0.38,1,2
13430.8,4,6,3,3,0.38,896.5,-0.20436,0.044325,0.23,1,2
13912,1,5,1,1,0.12,100,-0.274,0.04401,0.52,0,3
14015.9,3,4,3,3,0.52,345.7,-0.60669,0.05,0.245,0,2
14024.6,2,7,1,2,0.54,188.9,-0.5992,0.05,0.605,0,2
14203.7,3,3,4,2,0.37,165.5,-0.4104,0.05,0.36,1,2
14295,3,4,4,1,0.42,670,-0.696,0.04801,0.35,0,3
14296,3,4,4,1,0.42,670,-0.696,0.04801,0.35,0,0
14302.4,0,6,2,3,0.03,96.3,-0.95,0.035685,0.24,0,2
14416.8,1,6,1,1,0.51,214,-0.3952,0.025935,0.31,1,2
14636.5,0,5,3,3,0.09,146.6,-0.48685,0.024635,0.525,0,2
15165.2,3,7,1,3,0.18,258.2,-0.38794,0.045205,0.205,1,2
15219.2,4,6,2,2,0.6,318.9,-0.47936,0.028295,0.575,1,2
15291.7,3,4,4,3,0.69,286.9,-0.63665,0.029425,0.655,1,2
15458.2,4,7,4,3,0.18,189.7,-0.4104,0.05,0.64,1,2
15551.8,4,6,4,2,0.6,457.4,-0.20864,0.046275,0.235,1,2
15574,1,4,1,1,0.4,930,-0.381,0.01801,0.51,1,3
15612.6,3,6,3,1,0.54,298.5,-0.23798,0.024405,0.365,1,2
15675.8,4,6,3,3,0.7,287.9,-0.42706,0.026725,0.395,1,2
15759.1,4,6,1,3,0.54,497.7,-0.43684,0.034555,0.285,1,2
15849,3,6,2,4,0.81,270,-0.63,0.03501,0.48,0,3
16278.5,0,6,1,3,0.09,372.6,-0.33578,0.044525,0.235,1,2
16329.5,4,3,1,1,0.23,702.5,-1.02487,0.05,0.775,0,2
16475.6,0,3,4,4,0.09,246.7,-0.18582,0.038665,0.275,1,2
16485.9,1,2,3,3,0.37,100.4,-0.7068,0.045425,0.47,1,2
16604.9,0,5,3,4,0.99,397.9,-0.489,0.025235,0.405,0,2
16981.4,1,7,3,3,0.99,412.2,-0.2934,0.039445,0.375,1,2
18456,3,2,2,1,0.54,430,-0.092,0.03701,0.41,1,3
19024,3,2,4,4,0.07,360,-0.113,0.03401,0.4,1,3
19535,6,6,4,1,0.71,140,-0.449,0.04001,0.55,1,3
20109,5,4,2,2,0.58,780,-0.314,0.01301,0.37,1,3
22118,3,2,3,1,0.55,740,-0.095,0.02101,0.37,1,3
22390,2,2,1,2,0.56,280,-0.986,0.02301,0.6,1,3
23363,4,7,2,4,0.29,310,-0.424,0.01301,0.37,0,3
24156,4,6,1,3,0.76,550,-0.975,0.04701,0.65,1,3
